text,emotion,source
MAMA - a Korean awards show that will be held in Hong Kong and will be headlined by an American artist,sarcasm,tweeteval_irony_train
walking in this was fun,sarcasm,tweeteval_irony_train
Pay Ghost Soldiers in Iraq & cut pay of US #Military.  #keepyourpromise @user @user @user,sarcasm,tweeteval_irony_validation
!!! RT @user Of all the places to get stuck in a traffic jam,sarcasm,tweeteval_irony_validation
Remember when I ran 14 miles on 90 min of sleep this summer? I've got a 14+ hour day on about two hours of sleep. This'll be fun.,sarcasm,tweeteval_irony_validation
I asked God to protect me from my enemies a long time ago .. short after I started losing friends  or #naah,sarcasm,tweeteval_irony_train
"Thanks for the dick pic, really, thanks. #Sarcasm",sarcasm,tweeteval_irony_test
I'm not in enough dance practice whatsapp groups yet. #december #winter #weddingseason,sarcasm,tweeteval_irony_validation
just another day as a lovely comcast subscriber.   #neverworks  @user @user @user,sarcasm,tweeteval_irony_validation
Yay! More worthless Windows 8.1 updates. Computer still never sleeps/hibernates on its own. #fixit #fail #Microsoft,sarcasm,tweeteval_irony_train
Just great when you're mobile bill arrives by text,sarcasm,tweeteval_irony_validation
"Hehehehe ""@Trevoredgar86: @user @user what a shame """,sarcasm,tweeteval_irony_validation
8.30am conference calls.|#love,sarcasm,tweeteval_irony_train
@user @user @user because as long as she's a victim she'll have white knights trying to save that damsel in distress.,sarcasm,tweeteval_irony_train
Totally been killing it with my assignments lately  #socollege,sarcasm,tweeteval_irony_train
"@user @user @user @user @user @user yet in Ferguson, MO the mayor and Gov are Dems. #irony",sarcasm,tweeteval_irony_test
@user Have you guys tried unplugging the servers waiting 10 seconds and plugging them back in?  #psndown,sarcasm,tweeteval_irony_train
"@user Just what the Bears need... A sense of urgency at QB position, using top pick at QB position",sarcasm,tweeteval_irony_train
What a pleasant way for Minneapolis' most prestigious publication to describe its female audience.,sarcasm,tweeteval_irony_train
"@user ""Malala is fake and planted by the US coz Pakistan is perfectly safe for kids going to school"" #PeshawarAttack #Sarcasm",sarcasm,tweeteval_irony_test
"Gotta love when you shake someone's hand and they shiver... It's official, I have death hands and it is now winter! #coldhandswarmheart",sarcasm,tweeteval_irony_validation
What is most important today is not family or health but rather NBA action.,sarcasm,tweeteval_irony_train
Set my alarm for PM not AM...guess you could say I've got my life together #not sorry @user #Pearlburg mom and Jesus,sarcasm,tweeteval_irony_test
@user @user Whilst #SLabour #BlairMcDougal #DeputyDug recon its in #MeltDown safe in #BetterTogether of course ...,sarcasm,tweeteval_irony_validation
Exam na jud. Merry christmas. ||#Sarcasm|#KillUsSlowly,sarcasm,tweeteval_irony_test
"@user yesss! What makes it worse is when they look gorgeous and say ""I just got my face beat!"" Wtf?  #Contradiction",sarcasm,tweeteval_irony_train
@user @user Too Sad... LOCAL NOW!,sarcasm,tweeteval_irony_validation
"Contemplating responding to @user tweet saying ""what remains of their pride"" but not sure how well that will go down",sarcasm,tweeteval_irony_validation
Normalizing relations with Cuba? Huh. Get ready for more of this crap. #ThanksObama  #bad,sarcasm,tweeteval_irony_train
"Love the way @user says fault from last night will be fixed by 4pm, only to see a man in a van pull up at 4pm to fix the fault #irony",sarcasm,tweeteval_irony_test
"Just walked in to #Starbucks and asked for a ""tall blonde"" Hahahaha #irony",sarcasm,tweeteval_irony_test
#Work#Trains#TheGrind#London#Business#MyHappyFace,sarcasm,tweeteval_irony_train
@user @user ??? #Liberal used in same sentence?? Unheard of!! Turn in your keyboard sir!,sarcasm,tweeteval_irony_validation
Makes perfect sense to get mad about something that happen 4+ years ago.,sarcasm,tweeteval_irony_train
Loving how dominant the SEC is #Pause ..... #Not,sarcasm,tweeteval_irony_test
Going to the game tonight by myself sounds so fun,sarcasm,tweeteval_irony_validation
Literally functioning on 4 hours of sleep and I feel great 😄 !! #Not #CollegeisKillingMe #OneMoreWeek,sarcasm,tweeteval_irony_test
So Jeremy Irons and Alan Rickman are BOTH in Marrakech just one week before I'm going there #everythingisfine #not #sonot,sarcasm,tweeteval_irony_test
"@user Say it ain't so, Joe.  Who would imagine a government program fraught with fraud?  Has this ever happened before?",sarcasm,tweeteval_irony_validation
Girls who can rock this thang~ #PrincipalSwag,sarcasm,tweeteval_irony_train
Cause I love going to bed alone every night.. #not,sarcasm,tweeteval_irony_test
OH you're just gonna wait till new years to start working out? #thatscool,sarcasm,tweeteval_irony_train
White people are irrelevant at this point. The black community needs to rise ABOVE y'all are in control!!!!!! #truth,sarcasm,tweeteval_irony_train
@user wow that's impressive...I have to force myself to go just as I will be doing later! #gymfanatic,sarcasm,tweeteval_irony_train
@user @user Love her. please publicise her more.,sarcasm,tweeteval_irony_train
"whoever just did the hunger games whistle on the quiet floor, I applaud you on your originality and cultural relevance  #oldjoke",sarcasm,tweeteval_irony_train
@user Pick it up one more time for the homie in the back that's stickin right with us thanks for answering my DM #realmvp,sarcasm,tweeteval_irony_validation
Sexist article in the Daily Fail about men wasting money on cycling - accompanied by recommendation for a handbag costing £999.,sarcasm,tweeteval_irony_train
How do we end up talking? ..oh wait..we don't talk..whooops #cutestcouple,sarcasm,tweeteval_irony_train
This guy who started jack hammering at 6 this morning right outside my window can stop anytime now!! #sleepingbeauty,sarcasm,tweeteval_irony_train
I am 100% sure that the cereal box I just decorated is an accurate representation of how well I know the book.,sarcasm,tweeteval_irony_train
Thank God that the wait for an appointment is only until February.,sarcasm,tweeteval_irony_train
@user @user Because Bill makes too much money making speeches now and he's so honest :),sarcasm,tweeteval_irony_train
"On a good note, only 49 more days until #Scandal.  😢😢",sarcasm,tweeteval_irony_validation
"Here's an ""It's cold and I had to scrape windows so I'm sad"" selfie...gotta love living that hotel life",sarcasm,tweeteval_irony_train
Soccer game should be fun today...😂😂,sarcasm,tweeteval_irony_train
Those bad Anonymous and Occupy people did it all because they support white supremacy,sarcasm,tweeteval_irony_train
@user You can afford stocks? Teachers make SO MUCH money it's crazy!,sarcasm,tweeteval_irony_train
Can't wait to work with the dream team again today!! #delilyfe  🙈,sarcasm,tweeteval_irony_validation
@user It's so the speaker remembers their talk's over. Otherwise how would they know? #sarcasm,sarcasm,tweeteval_irony_test
Thank u to all u beautiful ppl that talk extra loud when I'm trying to watch tv I love you guys so much  #srslyofALLrooms,sarcasm,tweeteval_irony_validation
I picked a great night to not want to sleep.,sarcasm,tweeteval_irony_train
"Migrains,, throwing up are always fun",sarcasm,tweeteval_irony_train
working on my birthday #yay  #sucks,sarcasm,tweeteval_irony_train
"The worst is when they consider things like ""conservative tribune"" as a credible source of information. Totally not bias.",sarcasm,tweeteval_irony_train
"@user @user sure! ""wow, Nintendo has achieved what Sony already did years ago""",sarcasm,tweeteval_irony_validation
Wow Tim Hortons Cobourg is really on their A game today,sarcasm,tweeteval_irony_train
@user @user @user effigies of jesus or allah..... when she herself hadnt kept any of d hindu gods #irony,sarcasm,tweeteval_irony_test
"Awake this early on my only day off before christmas...feeling ill banging head, bunged up, shivering... Just what I need!!!!",sarcasm,tweeteval_irony_train
Today is awesome!,sarcasm,tweeteval_irony_train
@user @user The number 2 play was awesome.,sarcasm,tweeteval_irony_train
You decide to go on vacation without me sleep? Reaaaal nice. #considerate #not 😒💤,sarcasm,tweeteval_irony_test
probably going to fail tomorrow yayy  #GlobalArtistHMA #MTVStars One Direction,sarcasm,tweeteval_irony_train
@user it's been over a year since you tweeted. #DoinItRight  #MaybeNextYear #NewYearsResolution,sarcasm,tweeteval_irony_train
"Off to brave Tesco. Humungous shopping list, hail outside #ohbliss",sarcasm,tweeteval_irony_validation
It's the most wonderful time of the fiscal year :(|,sarcasm,tweeteval_irony_train
Just woken up after 16 hour night shift to no gas. Looks like microwave meal and cold shower for me today. Woo!|#sarcasm #fml,sarcasm,tweeteval_irony_test
Lol at docs who don't know what they're doing.  #fuckthat,sarcasm,tweeteval_irony_train
"is that @user calling that show a train wreck.  Way to respect the guest, guys",sarcasm,tweeteval_irony_validation
"managing to fall flat on my face up the library stairs, has just made it to the top of  my list of proudest student moments",sarcasm,tweeteval_irony_validation
Ready for the tax final,sarcasm,tweeteval_irony_train
@user Glad to see someone has finally realised how funny Mark Lawrenson is and given him more work. He is a hoot.    #goodgrief,sarcasm,tweeteval_irony_validation
I bet its warmer in Nova Scotia today! #frio #cold #freezing #costadelsol   #IloveCanada,sarcasm,tweeteval_irony_train
@user @user @user @user @user  nice to see the ambulance service is so important to OUR mps,sarcasm,tweeteval_irony_train
Yellow Pages are all you need. Phone books are the future. #truth #reallynotreally,sarcasm,tweeteval_irony_train
Nothing like waiting at an airport. #youcanthearit,sarcasm,tweeteval_irony_train
"To be fair, DeBlasio only asked #BlackLivesMatter folks to stop protesting until the post-funerals. So police protesting him is cool.",sarcasm,tweeteval_irony_validation
@user So...I should click on the link in your private message to see the nasty rumor going around about me?  #boohackers,sarcasm,tweeteval_irony_validation
@user the lineup is full of goals and offensive intention #LFC,sarcasm,tweeteval_irony_train
"Murdered baby, black man in US, kids in Thailand and a woman's body in Avon gorge. It's a jolly day for news today #sarcasm",sarcasm,tweeteval_irony_test
@user Why not? The House Committee has been very informative thus far!!!  |#UniteBlue,sarcasm,tweeteval_irony_validation
Nothing beats a surprise Tetanus shot at the doctor's office. #blessed,sarcasm,tweeteval_irony_train
"$BIDU up 2%. Officially announced Uber stake. $BIDU has market cap of $78.6 billion. Uber should top that in next VC round, right?",sarcasm,tweeteval_irony_train
"@user @user good old JK landing people in trouble again, ffs William i thought you were more savvy than that",sarcasm,tweeteval_irony_validation
@user y r women considered inferior2men by society even wen in most of d families 2day men need women4decision making!  :D,sarcasm,tweeteval_irony_train
love is bliss...,sarcasm,tweeteval_irony_train
Well today has just started off great.,sarcasm,tweeteval_irony_train
@user @user Damn socialist!,sarcasm,tweeteval_irony_train
@user |My Jambo buddy sees a more Scottish identity emerging for HMFC.|The John Wilson types can travel to Govan.|,sarcasm,tweeteval_irony_train
Yaaaayyy Valentine's Day stuff is out already 💕,sarcasm,tweeteval_irony_train
Isabelle sends me the nicest texts  😣😖💔,sarcasm,tweeteval_irony_train
Well my mornings going very nicely😊,sarcasm,tweeteval_irony_train
@user #spnews #yxe I hope you weren't driving when you took that picture. #irony,sarcasm,tweeteval_irony_test
"Yea, yea that's logical.",sarcasm,tweeteval_irony_train
Oversleeping is the bestttt.,sarcasm,tweeteval_irony_train
@user @user I love how JoJo has kept it classy....,sarcasm,tweeteval_irony_train
@user haha cannot wait for monday  at it's best.. cheers,sarcasm,tweeteval_irony_validation
Been at the ER now since 10... #yay #not,sarcasm,tweeteval_irony_test
"If I carried on the way half the men do on here, I'd be getting called a crank (amongst other things) and be asked if I had #PMT... 💅",sarcasm,tweeteval_irony_train
Lol my timehop guy though.,sarcasm,tweeteval_irony_train
I am extremely excited to know what Reza Aslan and CJ Werleman think about what happened in Pakistan #PeshawarAttack,sarcasm,tweeteval_irony_train
I'm glad the DC Council has it's priorities intact...  #DC,sarcasm,tweeteval_irony_train
I love when people leave their smelly shoes in my car. It makes my car smell great!,sarcasm,tweeteval_irony_train
I just love being told that I wouldn't have gotten hired if my boss knew I was pregnant.. #ha,sarcasm,tweeteval_irony_train
From @user - 10 diktats from Brussels that are ruining life in Britain,sarcasm,tweeteval_irony_train
So excited for the Christmas party with the snobby side of my fammm,sarcasm,tweeteval_irony_validation
@user haha quite right mate! They coonty workers have got it aff easy Al tell ye! Oot here workin like a hamilton accie 👳  😂😂,sarcasm,tweeteval_irony_train
"Twitter slams Austin Strange Fruit PR firm, spurring it to drop the name it shared with a song about lynching",sarcasm,tweeteval_irony_validation
Try to ring @user about a plumbing issue. Her phone goes off upstairs with Super Mario theme tune  #retrogaming,sarcasm,tweeteval_irony_validation
The moral police & vigilante's are very quiet with every #rape. I suppose it is Indian culture then?  #uber #DelhiRape,sarcasm,tweeteval_irony_train
"While we applauded ourselves on getting to the Moon, Carl Sagan spoke a truth we all denied.|#irony",sarcasm,tweeteval_irony_test
"so @user still waiting, my son is very happy enjoing his christmas gift ... i cant understand how u didn't prevent this ...",sarcasm,tweeteval_irony_train
@user when ur boyfriend interrupts your selfie yeah happens all the time,sarcasm,tweeteval_irony_train
My favorite part of dislocating my shoulder is now being able to feel it roll  around in the socket,sarcasm,tweeteval_irony_train
"@user At the same length, we should not forget about the fundamental communal sanghi Hindu fanatic RSS in our backyard.",sarcasm,tweeteval_irony_validation
that time when ward was mad because skye hide a secret from him #irony #skyeward #AgentsofSHIELD,sarcasm,tweeteval_irony_test
Women getting hit on by married managers at @user cracks me up  #Hypocrites #practicewhatyoupreach,sarcasm,tweeteval_irony_train
@user like a group of unsuccessful idiots who can't even manage to scrounge up a quarter? That's pretty cool I guess Chris,sarcasm,tweeteval_irony_validation
"I checked twitter and snapchat but I can't tell what day it is, someone please help  😜|",sarcasm,tweeteval_irony_train
"#Mahathir, one of the godfathers of Asian values, Malaysians are ""stupid"", don't know how to run an airline #irony",sarcasm,tweeteval_irony_test
Well that's me living till I'm 200yrs old!!! #sarci   #wit #low #constant,sarcasm,tweeteval_irony_train
michael have a sexy face when he cough,sarcasm,tweeteval_irony_train
@user what time is the UFC press conference tomorrow with names of numerous fighters getting cut,sarcasm,tweeteval_irony_validation
@user @user Actually Israel's demand renders it antisemitic acc to your mate's favourite non definition of antisem.,sarcasm,tweeteval_irony_train
@user go workout! That jiggle is not going to jiggle itself away #ThingsYouSayToYourBestFriend this is so us  @user,sarcasm,tweeteval_irony_train
I've changed gazilion times the #java configuration NOT to check for updates. It's nice that every five minutes asks me for an update!,sarcasm,tweeteval_irony_train
That was a great 3 hours of sleep,sarcasm,tweeteval_irony_train
"@user @user @user I'm trying to decide if that cover says ""lonely widower' or not.",sarcasm,tweeteval_irony_train
@user @user Will probably get to write more about the show by doing so ...,sarcasm,tweeteval_irony_train
@user #ThingsBetterThanTitansJags napalm hotwings #bigjoefavorite  love the show #keep it real,sarcasm,tweeteval_irony_train
"Thanks mom for all those lovely words, you just love to let me know how proud you are of me | #wordshurt",sarcasm,tweeteval_irony_validation
They don't even listen to ur order talk about great customer service 👎,sarcasm,tweeteval_irony_train
"The UofL student ticket policy is such a well thought out plan, good job SGA.  #ihateyou",sarcasm,tweeteval_irony_validation
"Well that's my Becky in London with her nan, an the big girl dan too start her new job tomorrow #feelingabandoned  haha",sarcasm,tweeteval_irony_train
Mom: how about we bring your physical trainer Dunckin' Donuts. |Yes.. bringing donuts to a fitness fanatic would make perfect sense,sarcasm,tweeteval_irony_train
The last time I'll get up at 6:30am I'll miss this,sarcasm,tweeteval_irony_train
My husband thinks I'm crazy because I taped my tape dispenser. Hehe. I'm handy like that. ....,sarcasm,tweeteval_irony_train
"Time for the post Christmas car wash, yay!!!  #friesenfamilychristmas",sarcasm,tweeteval_irony_validation
Babysitting is what I like to do on a Saturday 😒,sarcasm,tweeteval_irony_validation
"@user Oh no, I've tipped Gamergates hand. Now you know our end game!",sarcasm,tweeteval_irony_train
Reading about Barack Obama in the Barack #Obama plaza #moneygall oh the,sarcasm,tweeteval_irony_validation
Ppl keep snapping me and I can't snap back because I'm looking too good rn,sarcasm,tweeteval_irony_validation
@user plus my memory is short and I deleted all those pic you shared. Boom.,sarcasm,tweeteval_irony_train
Here's the final episode of #minecraft #hardcore survival... We die while trying to get a sustainable food source,sarcasm,tweeteval_irony_train
2 1/2 hour nap then up for a ct scan at the hospital. perfect timing.,sarcasm,tweeteval_irony_train
Look good feel good! #not #TeamNoSleep #cantopeneyes,sarcasm,tweeteval_irony_test
"It's being 200 yrs since the west had their industrial revolution but in 21st cent Ghana, an industrial de-revolution is happening.",sarcasm,tweeteval_irony_train
@user 180 dead on 26/11 n more than 10k our ppl killed in terror attacks till date but not 1 paki show sympathy 2 them #irony,sarcasm,tweeteval_irony_test
Christmas alone😊 how nice #not,sarcasm,tweeteval_irony_test
Such .   You still have to #praisehim ;),sarcasm,tweeteval_irony_validation
I can't wait to go to the post office to get bent over with $100 shipping fees to mail my folks' #Christmas gifts to Montana.,sarcasm,tweeteval_irony_train
"Where is the promise of ""peace on earth"" in this? ""Lord, Thy Kingdom come, Thy will be done."" #Advent #terror #irony",sarcasm,tweeteval_irony_test
"@user Yes ara i am not, and you know that. Hahaha 🙊  😂",sarcasm,tweeteval_irony_validation
Rain and sleet hun? Yeah I totally want to get dress and go to work. Sounds like  fun  #iwannagobacktobed,sarcasm,tweeteval_irony_train
Gavaskar is a freakin' genius.,sarcasm,tweeteval_irony_train
@user Prepare to get mucked  #imissedu,sarcasm,tweeteval_irony_train
"@user @user it's ok Kev, Gurney's bowling the next over",sarcasm,tweeteval_irony_train
The BOLD BAKERY by Sarah-Brockett #bakery,sarcasm,tweeteval_irony_train
Ahh gotta love those December electric bills.,sarcasm,tweeteval_irony_validation
@user that bump off the apron looked like it hurt.. was that padding u landed on? #sarcasm,sarcasm,tweeteval_irony_test
Bush Govt to be prosecuted under Geneva Convention for torture after CIA methods & VP admission exposed.,sarcasm,tweeteval_irony_train
: When the looks that are nurtured by statuesque beauties are nurtured by the skinniest supermodels. #Statuesque=#Skinny #Look,sarcasm,tweeteval_irony_train
"@user If #BJP joins with PDP, then CM will be of PDP. Only way to have a #HINDU #CM is to take support of Abdullah family",sarcasm,tweeteval_irony_validation
.@nypost .@Cameron_Gray Oh that makes it all better!!!,sarcasm,tweeteval_irony_train
Absolutely great having no lesson from half 10 until half 3 today  #zzzz,sarcasm,tweeteval_irony_train
@user guess the #bronut works best in combination with these #mentissues . wanna see this #'sneeze',sarcasm,tweeteval_irony_train
"What an Irony! The Police divide us, The Terrorists Unite us! #Terrorism #PoliceBrutality",sarcasm,tweeteval_irony_train
And you just skip my TBH? Do you not like me so much as to just erase me from your life or something? #awesome 😤,sarcasm,tweeteval_irony_train
Who would've imagined that #jakeplummer smokes weed regularly??  #outsidethelines,sarcasm,tweeteval_irony_train
"studying up on narcissism. the more I read up, the more I'm afraid I have this disorder!! #centeroftheuniverse",sarcasm,tweeteval_irony_validation
"@user Advertising an online special with an expiry countdown, yet you cant order anything or check your postcodes validity.",sarcasm,tweeteval_irony_train
About to fuck up this Media exam  #actuallyihopeso,sarcasm,tweeteval_irony_train
Cook and England rudderless at the death. Seven games and we've got progressively worse! Can't wait 'till they arrive here for WC #sarcasm,sarcasm,tweeteval_irony_test
This clinical psychology exam is gunna be the main cause of whatever mental disorder I develop,sarcasm,tweeteval_irony_train
"Because, progress... #AnEyeForAnEye , #PeshawarAttack #Taliban... Surely this will bring peace and justice?",sarcasm,tweeteval_irony_validation
"I have an ""attitude"" because you think you're hot shit at a buffet restuarant. #lifegoals  #sideworknazi",sarcasm,tweeteval_irony_train
@user @user well aren't you the brightest bulb in the chandelier?,sarcasm,tweeteval_irony_validation
TNT replaying the Cavs-Knicks game...maybe the knicks will win this time,sarcasm,tweeteval_irony_train
Just watched how Pretzels were made. #interesinglife  #whatamidoingwithmylife #longesthashtagnotneededbutYOLO,sarcasm,tweeteval_irony_train
"@user LOL aye you're a funny fecker-;)  |And anytime Ironside, you fancy a wee race just let me know!!",sarcasm,tweeteval_irony_train
So glad all that voting was put to good use!,sarcasm,tweeteval_irony_validation
"Facing Health Crises, India Slashes Healthcare #GoodGovernance  #NaMo #GoGo #BureDin",sarcasm,tweeteval_irony_validation
Just loveeee driving upstate in the snow #not,sarcasm,tweeteval_irony_test
"@user yeah. So as you can see, I have great success with the ladies! And I'm totally excited for having sex some more!",sarcasm,tweeteval_irony_train
@user wtf thanks for saying bye,sarcasm,tweeteval_irony_train
I am so glad that I woke up early for this office visit to have to the mother not show up! #not,sarcasm,tweeteval_irony_test
@user HOW DARE YOU HAVE FUN AS CHRISTIANS! WE ARE SUPPOSED TO BE BORING AND HAVE ZERO FUN! HORRIBLE CHRISTIANS! LOL #MISFIT,sarcasm,tweeteval_irony_train
Good thing I gotta work today 👍,sarcasm,tweeteval_irony_validation
hmmm. I do wonder why Astec has one fewer employee? #lol,sarcasm,tweeteval_irony_train
This team would finish fourth. #Irony #Arsenal #Afc,sarcasm,tweeteval_irony_test
I got tampons!,sarcasm,tweeteval_irony_train
"@user Caffeine free coffee? Yeah, I'll have that next time I have a slice of sugar-free cheesecake...  :P",sarcasm,tweeteval_irony_train
It's okay @user I didn't really want to see my idol anyway. #sarcasm,sarcasm,tweeteval_irony_test
"@user A British world champion in one of the most demanding & popular sports on earth. Yeah, of course I'm being sarcastic.",sarcasm,tweeteval_irony_validation
@user yea we was we too only a couple schools played black & not its a black dominate game,sarcasm,tweeteval_irony_train
"Dragging her feet, smacking her lips,and scowling at the empty street while screaming into the phone!...such grace.!☹",sarcasm,tweeteval_irony_validation
The definition of #IRONY would be if a 77-year-old rapper went #viral and took #BITCOIN mainstream. Maybe only way #babyboomers will buy in.,sarcasm,tweeteval_irony_test
"@user @user It's Christmas, one of the few days off I get during the year and I can't even sign into my XBOX ONE.|#Typical|",sarcasm,tweeteval_irony_train
Just paid $2.59 for gas! #ThanksObama #sarcasm,sarcasm,tweeteval_irony_test
The good thing about college is that you're not asked to do evens or odds or even the back page of your worksheet.,sarcasm,tweeteval_irony_validation
"With dropping oil prices, thank goodness #PMHarper has worked so hard trying to tie our economy to the oil & gas sector.  #cdnpoli",sarcasm,tweeteval_irony_train
Just flossed and then ate right after #inconvenient,sarcasm,tweeteval_irony_train
"Here we go again, thanks to all that claim to cover WVHS hoop #NOT|Highlanders beat Parkersburg 76-75 on last second shot by @user",sarcasm,tweeteval_irony_test
FOR SHAME .. THIRD TIME ... Pregnant Duchess wears designer dress for the THIRD time in New York via @user,sarcasm,tweeteval_irony_train
I love context and large ensemble Fridays!!!!! Der my most favourite #Sarcasm #GetTheFuckOut,sarcasm,tweeteval_irony_test
": World's most villainous climate criminal, Australia, attempts to heavy other nations at Lima #auspol",sarcasm,tweeteval_irony_train
What a great start to my morning  #smh,sarcasm,tweeteval_irony_train
Left home at 7.30am and still trying to get to work. I just want to cry!! #happymonday,sarcasm,tweeteval_irony_train
Oh the  - a gas hauling semi with FLAMMABLE signs all over it - and the driver is smoking. #truestory #I10 #Texas2015,sarcasm,tweeteval_irony_train
@user @user They r no less than the BCCI and Arnab keeps bashing them on the news hour,sarcasm,tweeteval_irony_validation
How did I miss that there was a Taken2?,sarcasm,tweeteval_irony_train
i can always count on freshmen to make the library loud. THANKS,sarcasm,tweeteval_irony_train
".@JaniceDean, Michael Bloomberg will be wearing his speedo for the #GlobalWarming with his bodyguards.  @user",sarcasm,tweeteval_irony_train
"@user Gas below $1 per litre in Ottawa. Happy holidays. ... Yes, crisis averted",sarcasm,tweeteval_irony_train
Wow writing 3 reviews on 3 concerts I didn't attend is exactly what I want to be doing right now instead of sleeping,sarcasm,tweeteval_irony_validation
You know when you send presents to friends who live far away and they never get there.. and you handmade most of the stuff.. yay,sarcasm,tweeteval_irony_train
@user Think I may use that in my ads ! :),sarcasm,tweeteval_irony_train
Today is awesome,sarcasm,tweeteval_irony_train
@user @user To be fair he looks like he's lost a lot of weight since his amazingly successful halcyon Leeds' days!,sarcasm,tweeteval_irony_train
"at least... I've got spine, cause I can feel the pain in my back. #thinkpositive|",sarcasm,tweeteval_irony_train
It's adorable how this keeps on happening,sarcasm,tweeteval_irony_validation
"@user Because your ""sarcastic""?",sarcasm,tweeteval_irony_train
Beautiful way to start my morning.  😣😷,sarcasm,tweeteval_irony_train
@user so apparently twitter is free... so why is my data being depleted using twitter? #not impressed,sarcasm,tweeteval_irony_test
"Gotta love the ""friends"" I have out here hahahah  #nosuchthing",sarcasm,tweeteval_irony_train
Ready to conquer the day😜  @user #leavemealonemom #my2fave❤️#bahhumbug,sarcasm,tweeteval_irony_validation
The whole world can never get me on my level,sarcasm,tweeteval_irony_validation
Wow I just can't wait for all the #newyearnewme posts 😂😂😂,sarcasm,tweeteval_irony_train
Come to jhb to play volleyball on a fake beach  #work,sarcasm,tweeteval_irony_train
So lakeside was like 7million scavengers  all in 1place #hadfun  #neverboxingdayshoppingagain,sarcasm,tweeteval_irony_train
@user funny joke there bae...,sarcasm,tweeteval_irony_train
"@user I bet you're gonna be outside today, its soooo warm, T-shirt and shorts weather 😳😏  #Funny",sarcasm,tweeteval_irony_train
"Dear () #Spain's gov and Catalan Police, congrats you managed to accomplish the impossible: Go even lower than #Greece #OperaciónPandora",sarcasm,tweeteval_irony_train
"@user he hasn't been diagnosed w/ bipolar disorder yet I'm assuming?He needs to ""beat"" his ""hard feeling"" emotions into submission.",sarcasm,tweeteval_irony_train
2v4 S&D matches are just so fun...,sarcasm,tweeteval_irony_train
"@user @user Ya, because if history has told us anything, it's that betting on sports is a GREAT way to make money!",sarcasm,tweeteval_irony_train
"Appreciate @user that he has spared suspending our accounts, only blocked us.",sarcasm,tweeteval_irony_train
This photo of @user 's pool via @user has really brightened up my morning....,sarcasm,tweeteval_irony_train
"Time to continue cleaning out my closet. Happy, happy, joy, joy.",sarcasm,tweeteval_irony_train
"@user dualistic, as in good and evil? Right, because that doesn't apply to the real world.... #sarcasm #OrcsLive",sarcasm,tweeteval_irony_test
There's nothing like almost rear-ending someone because they slam on brakes for no reason to get you alert and ready for an exam!!,sarcasm,tweeteval_irony_train
- Road safety campaign donkey killed by car,sarcasm,tweeteval_irony_validation
People who lie to me really help with my trust issues  #twittereantaboutlife,sarcasm,tweeteval_irony_train
"Few #relations are by #chance, few are by #choice and few are by #Facebook!! #irony",sarcasm,tweeteval_irony_test
@user @user I will let @user know - I'm sure he is shaking/quaking in his boots. #not,sarcasm,tweeteval_irony_test
Fav part abt Xmas day..getting merry Xmas tweets from ppl who NEVER talk to me #kys #idontcare,sarcasm,tweeteval_irony_train
"#Irony: al jazeera is pro Anti - #GamerGate because feminism, or something:",sarcasm,tweeteval_irony_test
I take blazing hot showers so I can get used to burning in the pits of hell. #ifitsreal,sarcasm,tweeteval_irony_train
What a lovely day to drive #not #boo #fog #work 😳😳😳,sarcasm,tweeteval_irony_test
#HowToGetUnfollowed Post pictures or videos of you smoking. Especially blowing smoke at the camera. #SoCool #Not #GTFO,sarcasm,tweeteval_irony_test
@user Gavy is one rude motherfucker. *Subtweets me* *Calls me a motherfucker* #Irony,sarcasm,tweeteval_irony_test
Great start to the morning  #flattire,sarcasm,tweeteval_irony_validation
"he was half of what she deserved, yet he was all that she ever wanted ,,,,",sarcasm,tweeteval_irony_train
"Standard Christmas newsfeed. Diamonds everywhere, everyone's engaged. Congratulations. #original  #Christmas #engaged",sarcasm,tweeteval_irony_train
@user I should sue my parents,sarcasm,tweeteval_irony_train
@user Love randomly waking up at 5:43 am  me everyday multiple times 😒😒,sarcasm,tweeteval_irony_train
"The  of the new JD gym bein right next to a Sayers ""sausage roll with  salad please"" 😳",sarcasm,tweeteval_irony_train
"My dad's still gonna get me santa's gifts since it's my last year before 18, but I really don't know what to ask for... #irony",sarcasm,tweeteval_irony_test
Big thanks to my teachers for the FOUR tests I have to take tomorrow #woohoo,sarcasm,tweeteval_irony_train
Couldn't agree more! RT @user Nothing makes me feel more special than receiving an automated DM.,sarcasm,tweeteval_irony_train
Perfect time to get really sick  😫😷,sarcasm,tweeteval_irony_train
@user you are by far the funniest prick in the world at the moment. Can you please come to Geelong? We have a normal mayor....,sarcasm,tweeteval_irony_train
so glad I came to work at 7:30am for all the customers that are here!!!!!! #not #itsdead,sarcasm,tweeteval_irony_test
#PTIUKGoNawazGoCampaign||Show up at the peaceful protest infront of Lancaster house to greet our PM with respect ||,sarcasm,tweeteval_irony_train
My son gave me a cold......again!!! Yay! #sarcasm #NotExcitedAboutThisShitAtAll,sarcasm,tweeteval_irony_test
The two constables -- Veer Pal Singh Yadav and Avnish Yadav - did not have any criminal record. - NDTV||,sarcasm,tweeteval_irony_validation
I have such a loving family,sarcasm,tweeteval_irony_train
"And all I wanna do is blast music and get ready for my trip but my ""second"" roommate is sleeping and I suffer from being considerate",sarcasm,tweeteval_irony_train
Great start to the day,sarcasm,tweeteval_irony_train
